author_id,average_rating,name,ratings_count,text_reviews_count
2608283,4.10,Bradley L. Winch,30,7
16667,4.13,Isaac Asimov,1533093,39262
44554,3.89,Scott Brick,82004,9551
1455,3.82,Ernest Hemingway,1619036,56698
1004238,3.97,Will Patton,9202,2620
90411,3.83,Kit Tunstall,8402,1223
14356708,4.10,Kit Fawkes,3136,612
15425909,1.00,Esra Bahadir Cesar,1,1
53167,4.19,H. Kent Baker,43,5
13536229,3.75,Victor Ricciardi,4,1
6475486,4.24,Freddy Jackson Brown,17,4
14856310,4.00,Duncan Gillard,4,2
14253,4.10,Steven C. Hayes,5886,407
100084,3.94,Paula Rabinowitz,1743,184
47231,3.62,Stacey Ballis,13842,1790
3330668,3.77,Jenika Snow,112695,10129
5804912,4.02,Elizabeth Guizzetti,111,80
2787558,3.84,Ira Severin,43,5
834674,3.94,Sean M. Theriault,34,2
17180082,3.50,Queen Rex,4,1
285644,3.46,Ian Botham,413,32
337108,3.44,Margaret Doody,1134,105
4585413,3.29,Rosalia Coci,558,54
1093599,3.40,Beppe Benvenuto,248,33
14843595,4.18,B. Batregzedmaa,82,18
169159,3.85,Mandy Stanley,657,86
4918,3.84,Robert Burleigh,4560,1149
3274315,3.37,Florence Dupre la Tour,62,4
89445,3.71,Terence Conran,946,120
1528477,3.61,Roger Dubern,18,4
106170,3.97,John McGowan,434,30
42820,4.22,Hugh Johnson,1525,89
8070,3.84,Isser Woloch,393,30
650106,3.71,Gregory S. Brown,14,2
15036621,2.50,ndr brhny mrnd,2,3
3258,3.61,Jeremy Black,2082,293
5533990,3.80,Claire Fay,15,4
1493903,3.53,Arun Maira,62,13
5395324,3.96,Melanie Cusick-Jones,172,84
526866,3.92,Neville Astley,3693,269
162140,3.55,Praveen Gupta,73,4
2742419,3.44,Dipak Jain,18,1
7314532,3.87,Sally Green,57920,10328
6217503,3.91,Maya Cross,41075,2289
16073,4.02,Robert Walser,10359,1079
3484503,4.20,Daniele Pantano,91,12
367928,3.96,James Reidel,184,39
1028358,3.77,Reto Sorg,43,3
123715,3.97,Agatha Christie,2559239,115724
552417,3.68,Emilia Fox,1712,422
11593,4.20,Beatrix Potter,336443,5545
15973929,5.00,Harry Deane Willmott,1,1
15079113,4.36,Joan Carney,88,64
1938,4.04,Friedrich Nietzsche,250672,7881
603349,4.00,drywsh ashwry,2403,200
13607545,3.77,Sadegh Hedayat,51537,2762
13658169,3.80,Randall S. Davis,15,10
1533165,3.50,W.J. Burley,1873,231
6938130,4.30,Shay Ray Stevens,125,44
1051586,2.86,Elaine Szewczyk,256,67
169662,3.68,Duncan Rouleau,4329,279
23519,3.46,Joe Casey,8611,832
18119,3.95,Joe Kelly,39295,3099
29688,3.74,Steven T. Seagle,7649,835
5193034,4.09,Tracey Garvis-Graves,88486,11505
5346805,3.66,Serena Lauzi,591,126
146147,3.88,M. Ageyev,1540,109
37450,4.06,Ed Brubaker,233336,12304
6601585,4.53,Spike Brown,15,3
618935,3.46,Gerald L. Gutek,178,12
14771610,3.87,mHmd Th,23,3
7083555,3.85,John  Langan,24550,2528
41194,3.88,Judith Tarr,29656,1251
16209952,4.05,Jason Delgado,19,8
853385,3.87,Chris  Martin,758,70
3111153,3.63,Catherine McKenzie,41739,5182
6462472,3.68,Amy Raby,3698,384
6480066,4.23,Lisa Clark O'Neill,3353,388
16272,3.84,Michel Faber,174393,12749
2313236,4.00,Leslie Gent,1,1
293603,4.12,Heather Brewer,127881,8949
9343,3.61,Kate Mosse,83451,7464
410348,3.48,Kathleen Bryan,752,98
207766,3.87,Thomas F. Monteleone,14096,979
7034616,4.24,Byron Goines,42,25
7205180,3.46,Mei Bei Er,82,12
5166301,3.44,ehmyepye``r,80,11
3482882,3.69,esiiywefinghling,1349,196
14425920,3.95,Chance Carter,13035,3361
5031025,3.98,Anton Chekhov,190472,10600
7066263,3.75,Wakoh Honna,1382,56
8444911,3.76,Honna Wakou (Ben Ming  wakou),1275,51
51308,4.08,Bill Guggenheim,737,50
51307,4.08,Judy Guggenheim,734,48
241450,3.58,Rebecca Mead,4176,894
20185,3.95,Mike   Evans,686,78
1540277,3.89,Katia Novet Saint-Lot,45,17
526216,3.77,Dimitrea Tokunbo,86,40
8354390,4.00,InLoveWithARockStar,1,1
4577517,4.27,Jonathan Ashley,41,18
7355144,3.70,J.S. Wilder,1290,221
81563,3.89,Jerry Siegel,5425,629
89537,3.94,Joe Shuster,3266,396
2953781,3.89,Andrew  Grey,65157,7637
14241994,4.83,Giuseppe Badaracco,24,6
4018722,3.89,Beth Revis,195664,21208
1015982,3.62,Yuu Asami,128,7
5806527,3.70,Andres Vidal,149,34
22458,4.10,Machado de Assis,41668,1510
422353,3.78,`bdllh khwthry,4236,560
1916427,3.72,Blake Charlton,9427,974
78057,3.69,Gunnar Kopperud,64,15
843200,4.01,Oliver Sacks,255736,14257
5819662,3.52,Jesper Ersgard,112,23
617249,3.98,Gregory L. Norris,1804,381
5474715,4.32,Elise Desaulniers,118,21
12577,4.00,Douglas Preston,590043,34835
11091,4.00,Lincoln Child,571889,31945
4738706,3.25,Micky Livingston,8,2
6564404,4.02,'bw  dhr lqlmwny,212,34
635213,3.30,Feridun Zaimoglu,398,35
335695,3.81,Jeff Mann,2197,511
7810887,3.75,Julian Davis,4,1
14965,4.19,Garth Ennis,377440,11103
3188368,3.58,Tomas Aira,231,32
131836,3.81,Keith Burns,1742,103
7507599,4.19,Matt Martin,57,10
24594,3.54,Mike Wolfer,2915,205
5757470,3.88,Steven Luna,858,176
4349351,3.92,Jeremy D. Brooks,545,131
13195,3.85,Marion Dane Bauer,24137,2578
30853,4.29,Stan Tekiela,2312,229
6868661,3.84,Adam Rakunas,451,127
14155472,3.72,Simon Spurrier,12378,1278
8224446,3.44,Fernando Heinz,108,12
1251983,3.45,Rafael Ortiz,423,46
5808419,3.73,DigiKore Studios,409,28
4346284,3.75,Jaymes Reed,332,64
1202800,3.96,Jacob Appel,820,99
4492199,3.69,Elena Cantoni,1139,182
2742909,3.76,'krm rD,955,120
8258,3.92,Martin Cruz Smith,91438,4375
4391289,4.38,Jeon Geuk-Jin,9517,213
6537142,3.51,Rebecca Podos,1493,369
4973079,4.34,Cali,126,34
3377500,3.46,Andrea Tezumo,13,3
51646,4.01,Joseph E. Persico,7327,549
2736959,4.07,Cia Leah,2978,195
16996479,3.12,N Gray,8,7
714123,3.36,Mary Elsie Robertson,22,4
7265977,4.00,Piers Platt,2849,242
6466154,4.15,Kahlil Gibran,232111,12491
2978217,4.06,jmyl jbr,126,16
5873266,3.00,Ralph Peduto,1,1
3037628,4.42,Gregory Gerard,53,17
4529674,3.97,Rue Volley,5828,1283
370361,4.13,Patrick Ness,454626,64810
2760047,3.56,Merri Vik,1369,41
4589095,3.46,A.-M. Helminen,255,9
11315,3.93,Evelyn Waugh,158312,8618
7151691,2.66,Justin Kairo,97,9
6761385,3.89,Vipin Behari Goyal,220,92
71251,4.01,Diane Davis White,308,36
182281,4.28,Vincent VI Warren,32,8
445601,3.77,Gail Feichtinger,412,75
209811,3.78,Gary Waller,398,71
445600,3.78,John DeSanto,390,70
4459027,3.75,Michel Bonnefoy,8,4
4383146,4.00,Dennis Milam Bensie,51,18
1521399,3.53,Aaron Council,32,3
7992537,3.35,Michael Petch,26,3
1241765,3.46,Edward Long,26,3
12020074,3.91,Kate Rudolph,2146,385
7323,3.72,Charles Reasoner,1516,314
3039530,3.84,Marina Le Ray,371,98
1102395,3.47,Meg Waite Clayton,16912,3174
2776840,3.43,Abdullah Harahap,161,48
8164,4.06,Lewis Carroll,1022402,24057
777644,3.91,Roberto Gervaso,546,36
36346,4.04,Jennifer Donnelly,143792,17170
5137697,4.10,Cathryn Hein,1141,203
13501628,3.97,A.J. Coonley,95,62
19697,3.79,Robin Cook,257355,8444
7872218,2.47,J.P. Cuenca,19,7
88746,4.13,Elizabeth Lowe,621,51
7792315,3.95,Leila Lacey,1044,190
172490,3.90,Jim C. Hines,42461,5213
2490272,3.80,Carol Monda,1203,285
48516,3.92,David Handler,6854,741
15441,3.95,Bob Woodward,73037,3513
7872217,3.20,bwb wwdwrd,5,3
12935,3.88,Shannon Drake,17573,1045
7362076,4.66,Claire  Smith,32,18
17854,4.01,Bertrand Russell,91674,4357
3112114,4.15,Alexey Pehov,11019,448
667143,4.07,Christiane Pohlmann,6461,219
3029755,3.62,Oren Harman,421,60
15203920,4.54,Blair Merrin,559,162
25108,3.99,P.J. Tracy,30991,2920
2339869,3.92,Buck Schirner,1789,291
7414637,3.79,Kazumasa Hirai,1450,46
18540,4.17,T.S. Eliot,189956,5892
248155,4.20,Errol Le Cain,570,73
5344544,3.53,Pablo Rumel,34,5
32119,3.70,Richard Wilson,1142,105
23113,3.92,John Brunner,50219,2468
6979307,3.30,D.M.J. Aurini,63,13
6553943,4.12,Venice Kennedy,16,5
3137322,4.17,Fyodor Dostoyevsky,1052406,42613
69892,4.10,Constance Garnett,170554,8280
5576046,3.44,Moussa Konate,72,11
4669632,3.15,Ondina Granato,13,6
7204031,3.48,Ji Qiu,181,33
5622158,3.48,cchiichiw,181,33
4037407,3.97,phrikh`m,2539,326
523138,3.41,Janet Ruth Young,1153,259
3420,4.07,Elizabeth Enright,30738,1716
1045743,4.26,Iain McGilchrist,999,116
26899,3.77,Edward Marston,13366,1510
13730,3.68,R.L. Stine,670491,30300
570512,3.51,Desmond Barry,202,28
854076,3.84,Robert Louis Stevenson,834908,24362
539783,3.93,Debra Coleman Jeter,81,18
11058226,4.03,Cassie-Ann L. Miller,1752,293
263567,3.82,Marie Harte,38801,3227
474995,2.86,Frank Cain,7,1
6179571,3.22,Jp Jones,9,3
3354,3.95,Haruki Murakami,1588319,114375
2943855,3.51,Kat Menschik,4599,634
3217205,3.80,Jacques Westerhoven,5006,493
15165816,3.14,Riley Forrest,59,16
4741032,3.16,P.L. Roberts,43,8
15265828,2.97,Rachel Menage,33,6
386083,3.76,Dover Publications Inc.,1980,70
5649650,3.50,Victor Raysman,2,1
38569,4.25,Andrzej Sapkowski,229661,8638
3255974,3.73,Douglas  Smith,1655,250
10848928,3.88,Kelley Harvey,3187,615
2784066,3.91,mHmwd `wD,1230,194
639570,4.05,Jean-Francois Revel,1564,145
3194718,3.97,Diarmid Cammell,172,26
18791,3.86,Guy de Maupassant,90449,4662
415236,3.40,Kirsty White,30,3
12855,4.10,Neil deGrasse Tyson,56667,5315
17045,3.93,Wendy Cheyette Lewison,1808,302
7059622,4.00,Ilsa Madden-Mills,62243,7598
7516813,3.89,Amber A. Bardan,3115,903
4750,3.92,Emile Zola,102884,5537
31107,3.96,Diana Preston,3239,420
127562,3.75,Kader Abdolah,10639,862
243000,3.75,Jerry MacGregor,106,21
24945,4.13,Keri Wyatt Kent,559,147
10885,3.82,Edgar Rice Burroughs,220737,11255
169992,3.81,JoAnna Carl,18686,1482
777491,4.13,Helen Henderson,62,18
5358028,3.47,nbyl lwq bbwy,19,3
8929891,3.00,R.T. Stroud,1,1
104544,4.04,Meir Shalev,6436,704
7151511,4.27,Oto Havrila,142,29
12504,4.09,Karin Slaughter,519631,34838
26957,4.21,Gerald Durrell,57133,3453
3238619,3.95,Julia Kent,65089,6426
2926031,3.78,Tanya Eby,3979,885
238787,4.19,Philip Van Doren Stern,1972,191
4697205,4.12,James Dunwoody Bulloch,8,3
70026,4.10,Scott Snyder,249636,16774
5752063,3.82,Scott Tuft,3616,299
3376756,4.01,Attila Futaki,25476,1810
8583486,4.18,Greg Guilhaumond,334,21
14308759,4.90,Nicole Rollender,21,8
2952441,3.69,Chris Quinton,2478,652
608923,4.37,Andrzej Bobkowski,155,12
669810,4.21,Jeaniene Frost,737170,39561
411899,4.53,Thomas S. Monson,3826,543
5815821,5.00,Todd Warren,3,2
5815822,5.00,Dale Cameron,3,2
6948888,4.16,Laura J. Marshall,728,134
214232,3.72,David Anthony Durham,19736,1566
441879,3.85,Montserrat Gurgui,149,17
13757,3.96,Lisa Jackson,204851,12557
25707,3.82,Francisco Umbral,1172,99
8328712,4.06,Laura  Ward,5800,1027
7218946,4.17,Christine Manzari,1747,549
15613826,3.96,Iris Morland,1178,302
44415,4.17,Tom Spanbauer,4615,645
26086,3.54,Juan Antonio Cebrian,532,32
5815823,3.39,MobiPoki,220,7
33200,3.94,Henri Troyat,6880,444
2785768,3.88,Rajiv Dogra,84,8
12599442,2.97,Ashlee Beaunoir,30,6
596418,3.94,Andy Cutbill,1259,175
165280,3.90,Russell Ayto,3849,643
5834730,3.87,Irene Preston,1070,362
5609664,4.00,Liv Rancourt,1214,432
4996195,3.67,Filippo Maria Caggiani,3,2
7912913,3.91,Maggie Pill,2174,275
5830804,3.33,Neil Laughton,18,3
331237,3.81,Joan Moore,31,4
1321218,3.65,Allie Boniface,2397,380
2008604,4.14,Daniel Parkins,14,3
612167,3.76,Sarah Kuhn,3263,819
240201,3.77,Penelope Rowlands,1474,194
13850345,3.87,Casey Lawrence,99,49
5937986,3.07,Frank Montgomery,71,8
11032481,4.18,Christina Bergling,240,76
945626,3.53,Mary Fox,70,10
2027516,3.34,Lars Maehle,250,22
17597,4.01,Lori Foster,282599,16298
241835,3.60,Charles Munch,5,2
15901580,5.00,Uner Birkan,1,1
7963547,3.88,Marian Snowe,531,76
15584446,4.75,Robbie Cheadle,57,42
15584447,4.75,Michael Cheadle,51,37
10366,4.09,Clive Barker,437966,15933
13763012,4.13,Annette Mori,424,124
573917,2.37,Cuca Canals,463,44
2931413,3.67,Alan Nebelthau,114,35
3975855,4.35,A.M. Myers,815,377
8431890,3.96,Liat Rotner,177,7
5831650,3.97,lyt rvtnr,167,8
3178510,4.39,Mary Jo Nickum,44,14
33981,3.79,Fiona Buckley,6213,580
4982062,4.26,Benina,405,19
10657,4.04,Enid Blyton,527063,11723
9791177,4.29,Geoff Le Pard,34,23
2614,4.11,Lora Leigh,519377,20252
72467,3.64,Marianne Fredriksson,9464,715
138150,3.35,Misha Defonseca,613,71
14214539,2.56,Heli Kalliolevo,9,4
1124726,3.62,E.C.R. Lorac,98,39
7984711,4.15,J. New,354,114
13301543,3.50,Nirbed Roy,4,1
16211999,3.50,Shubhraneel Ghosh,2,1
7987749,3.74,Ian Coates,70,11
274290,4.10,Lauren St. John,14236,1460
51211,4.13,Donald M. Nicol,189,26
14814041,4.50,Efe Kurtluoglu,4,2
11563,4.25,Joseph Brodsky,8029,513
14182642,3.37,Emre Aganoglu,100,7
1629655,3.67,Joyce Nicholson,21,8
7271075,4.10,Ken Adelman,174,25
20560,3.95,Sheri S. Tepper,56437,3126
6455200,3.83,Lee Strauss,9426,1290
5227552,3.85,Elle Strauss,9143,1097
61231,4.02,Scott Beatty,18313,893
4980321,3.80,Daniel Indro,766,122
5372204,3.63,Tamara Morgan,2087,540
294649,4.40,Naoki Urasawa,93306,3190
150591,3.67,Carol Allan,27,4
187837,3.54,Julie Johnston,804,135
1533577,3.00,Eustaquio Gomes,6,1
150589,3.82,Maryse Holder,28,7
7171651,4.06,Selma Yampolsky,16,4
7171652,3.91,Edith Jones,23,5
150588,3.87,Kate Millett,3695,175
6150407,3.16,Hanna van der Steen,25,5
150590,4.24,Don Paulson,17,3
117045,4.03,Roger Simpson,30,4
681236,3.43,Mira W.,7100,518
2988946,4.00,Sophia Blackwell,51,16
2982821,3.80,Amy Gash,187,21
3080,4.19,Judith Viorst,171577,4799
6548452,3.80,Debbie Cairo,5,1
17250134,0.0,Academy Imprints,0,1
2798287,3.00,Marcianne Blevis,14,2
6548455,3.25,Isil Aydin,8,1
179571,4.37,Ross Halfin,450,25
7085209,2.86,slsl@ nwdr jH ll'Tfl,633,178
4352250,3.97,Susan Kilbride,59,18
6469571,4.00,Julia Sykes,19395,2274
2905297,3.82,Lauren Kate,907978,43579
1144378,3.73,Justine Eyre,7549,1870
3112090,3.96,Lydia Dare,13767,1102
4999210,3.84,Kristin Flynn,152,40
6562436,3.79,Gloria Ng,640,86
6037253,4.25,Kristen Graser,8,4
6037254,4.25,Katie Damota,8,4
6037255,4.25,Susanna Murray Highsmith,8,4
7325890,4.33,Dea Mendoza,6,4
7325891,4.33,Peggy Nederlof,6,4
7325892,4.33,Jenn Sepulveda,6,4
7325893,4.33,Louise Wen,6,4
1289084,3.92,Eileen Kennedy,13,4
5467969,4.00,Portia Lee,13,5
7325894,4.25,Sasha YungJu Lee,8,4
7325895,4.25,Bingo Marasigan,8,4
7325896,4.25,Marlette Marasigan,8,4
7325897,4.60,Michelle McIntyre,20,7
3370705,4.29,Anna Melman,7,5
964805,3.48,Christian Ingrao,86,14
13700617,4.64,Sheila Baranoski,14,5
4093537,3.63,Ethan Stone,4011,902
868285,4.30,Adolfo Mattiello,10,1
788262,3.93,Judith Evans,15,3
7946358,4.12,Cy Cylkowski,8,1
11912,3.99,Jude Watson,192378,5176
2942853,4.07,aekwekaa,1305,134
181217,3.72,Barbara Frank,141,21
93069,3.49,Rich Tommaso,1545,225
21609,3.80,Max Brand,8940,651
5124208,3.82,Missouri Dalton,1743,355
1602351,3.92,Billy Cowie,40,9
4864634,3.78,C.J. Redwine,47373,5682
8291021,4.29,Helio Angotti Neto,14,8
21911,3.83,Melissa de la Cruz,558518,27662
1263751,3.66,mHmd `mr@,9234,1703
16096319,2.00,Fernando Krapp,1,1
5769518,2.71,Hope Adams,14,3
5618667,4.11,Beth Alvarez,19,11
5327972,3.46,A. Lopez Jr.,1362,162
17740,3.82,Ben Counter,16978,717
7315500,4.21,Rivi Jacks,616,114
99142,3.64,Kelly James-Enger,714,92
27847,4.03,Lisa Kleypas,709314,43078
616144,3.98,Nicole Conn,315,34
791996,4.28,Maki Minami,56914,900
14046158,4.13,Reet Tine,23,4
6952482,4.30,Brantwijn Serrah,444,210
327237,3.98,Joel Miller,184,44
188564,3.59,Rick Jarow,145,28
7581,4.09,Kelley Armstrong,1056467,54355
5669,3.64,Leslie Kelly,20519,1676
3399621,3.52,Angie Smibert,1202,259
7807,4.04,Paul Bishop,616,122
117366,3.98,Keigo Higashino,45284,6164
3088831,3.88,Dong Ye Gui Wu,2439,167
4371642,3.83,Wang Yun Jie,1369,133
281810,4.08,Jojo Moyes,1301030,122314
8363,4.16,Stuart McLean,8666,800
68284,3.86,Jim Bakker,176,23
27644,4.02,Ken Abraham,11106,1248
15050617,4.50,Jhankar Mahbub,22,3
4381377,3.72,C. Aubrey Hall,147,37
10991,4.03,Stanislaw Lem,106639,5326
487600,3.86,Bill Johnston,4233,469
4302324,3.57,Alessandro Juliani,2598,416
622116,4.15,Bob Walker,260,35
484376,3.79,Jose Eduardo Agualusa,6534,762
485820,3.95,Lee Lynch,617,79
2753523,3.75,C.W. Standiford,16,1
58102,3.78,Peter  Edwards,439,71
512651,3.75,Seno Gumira Ajidarma,14563,1747
3408036,3.47,Gregory Harris,664,149
3413928,3.86,Sloan Parker,10119,1482
3404508,4.00,Mohammed Kilani,4,2
773054,3.89,John H. McGlynn,426,82
3408315,2.71,Adila Suwarmo,7,2
513828,3.87,Tawny Weber,17397,2630
125272,4.27,Janice Ross,225,129
13696122,4.19,Luis P. Gatmaitan,1251,75
4878381,4.28,Beth Parrocha-Doctolero,658,29
620300,3.65,Mike Austin,2385,432
12940,3.75,Elmore Leonard,162241,10954
2383,3.99,Gillian Flynn,2510390,190099
8794,3.88,Charles Stross,184596,12261
6572837,3.97,Rachel Bach,21565,2646
5769580,3.86,Abdul Rahman Munif,21419,3549
1173254,3.72,Mick Ukleja,174,14
1228573,3.97,Margaret Blake,125,16
35931,3.73,Noah Adams,1687,254
6959452,3.49,National Public Radio,2886,551
5163699,3.95,Anna Skaidrite Gailite,170,16
1026791,3.86,Carrie Brownstein,20346,2301
333151,3.77,Nido R. Qubein,113,22
4500872,3.94,Ryan Loveless,5619,933
4383946,4.84,Glenn Lyvers,178,8
201334,4.18,Danny White,700,39
223845,3.84,Molly O'Keefe,22013,4923
21748,4.28,Ilona Andrews,790575,52034
5709381,3.74,Becky Masterman,5688,1241
26897,4.22,Anne Bishop,294482,18763
7012461,4.33,Isadora Katz,3,1
6470635,4.12,Kit Rocha,42597,5596
30946,4.27,Ravi Ravindra,215,21
16096144,4.26,404 Ink,550,147
5806077,3.95,Laura Lam,5503,1332
16379856,4.27,Ren Aldridge,492,110
16379857,4.27,Nadine Aisha Jassat,491,110
16379858,4.27,Sasha De Buyl-Pisco,492,110
16379859,4.27,Elise Hines,492,110
16379860,4.27,Alice Tarbuck,492,110
16379861,4.27,Jonatha Kottler,493,110
15060575,4.26,Chitra Ramaswamy,518,120
6887875,4.27,Christina Neuwirth,494,110
544753,4.27,Belle Owen,493,111
16379862,4.27,Zeba Talkhani,493,110
16379863,4.27,Katie Muriel,492,110
16379864,4.27,Joelle A. Owusu,492,110
4678519,3.95,Kaite Welsh,958,227
16379866,4.27,Claire L. Heuchan,492,110
16379867,4.27,Jen McGregor,492,110
16379868,4.27,Mel Reeve,490,110
16195401,4.27,Sim Bajwa,491,110
16379869,4.27,Becca Inglis,492,110
16379870,4.27,Rowan C. Clarke,492,110
16424737,4.27,Kristy Diaz,490,110
796,3.46,Sandra Lee,2925,375
63011,3.79,Lytton Strachey,3506,271
1394820,3.93,Hsn `bdllh,90,22
6869276,4.23,Takashi   Murakami,2263,478
7359735,3.80,Cun Shang Chong,5,1
6384773,3.93,Asma,15,2
2752928,3.90,Tessa Dare,155835,16201
71096,3.60,Paula Gosling,689,58
26090,3.84,William  Kennedy,18956,985
52813,3.69,Charlotte Elkins,5142,493
157986,3.81,Aaron Elkins,22560,1795
2565,3.74,Ian Fleming,232196,12749
8993,4.08,O. Henry,120633,3729
24781,3.87,Dan Slott,61621,4727
79136,4.01,Andrea DiVito,15536,659
169661,3.81,Kieron Dwyer,9573,658
104926,3.94,Lorraine Heath,97397,8095
7246093,4.19,Nashoda Rose,58295,5989
35007,4.04,William Horwood,11300,718
257093,4.02,Antonia Michaelis,8723,1594
4722094,4.07,Jonathan Auxier,18645,3211
5408549,3.90,Johnny B. Truant,24049,3008
155273,4.10,Patrick Benson,18352,1213
638156,4.19,Liz Murray,14661,1982
4635513,3.79,Frauke Brodd,72,16
14004,3.79,William Sleator,23556,2296
5553612,2.68,Ann Monticone,72,30
1023510,4.14,R.A. Salvatore,677940,12956
4940813,4.11,Bogac Erkan,602,38
2568433,3.94,Lisa Greenwald,12802,1215
3843,3.98,Kenneth Grahame,151009,4846
4483155,3.75,Larry Borstein,4,1
13932352,3.25,Jessica Bingman,12,3
5288663,3.72,Ephe Tsirone,1245,226
61173,3.72,Kathy Hepinstall,9822,1677
13561,3.87,Mark Salzman,11679,1419
311098,4.36,Katsura Hoshino,79168,1116
6474348,4.37,Pierce Brown,290915,31899
4132657,4.08,Tim Gerard Reynolds,7796,1453
4749058,4.10,Sergei Tarmashev,1422,85
3251728,3.91,Victoria Scott,25730,4911
61168,3.79,Piero Chiara,5396,281
468915,3.81,Serge Bloch,4172,843
35507,3.88,Eric Ethan,83,16
4006336,2.00,Cameras in Action Staff,2,2
2983829,4.14,Anna Hackett,20183,2859
222111,3.82,Marc Harshman,410,95
4112701,3.63,Barbara Garrison,129,34
910810,4.31,Jennifer St. Clair,112,21
5087605,3.86,Alexandra Marinina,4642,166
6991433,3.90,Jurgis Gimberis,231,15
1937943,4.03,J. Nelson Kraybill,70,16
3283233,3.57,Rick Johnston,7,2
86452,4.18,Angus Fletcher,6013,206
54622,3.98,N.C. Wyeth,8950,587
736431,3.49,Kate Proctor,154,27
5171777,2.94,Jay DiNitto,16,11
3344231,3.94,Matt DeBenedictis,18,9
196767,3.06,Katrina Britt,294,49
226710,3.46,Alison Pollet,456,57
206495,3.23,Sally Wentworth,3118,467
68900,4.02,Debra Webb,29375,2896
30748,3.87,Margery Allingham,39056,2661
12772,4.15,Warren Ellis,344307,14731
12771,4.28,Darick Robertson,157674,4099
5158478,4.15,Anonymous,1070234,55952
14529,4.13,Yuki Shimizu,9177,274
15176377,4.10,Zhi Shui yuki,1226,47
5989065,4.00,Corey Adams,12,5
130617,3.86,Usamaru Furuya,2951,256
4798562,3.87,Caitlin R. Kiernan,72120,6767
2767108,4.12,Richard A. Kirk,938,103
54544,3.90,Deborah Kogan Ray,1281,348
14859335,4.08,Janae Keyes,499,245
1935000,4.14,Elle Kennedy,342009,35406
838721,4.12,Kenneth Dodson,88,12
2737,4.34,Max Lucado,221801,10317
16839,3.96,James Thurber,34511,3544
291815,3.71,Patricia McLinn,18613,1380
15661,3.63,Minister Faust,1580,252
86277,3.72,Michael T. Klare,1069,106
4951964,4.18,Shelly Crane,155764,8895
4381074,4.04,Darren Humphries,1650,183
13681001,4.31,A.M.H. Johnson,13,12
8396171,3.62,Paola Grimaldi,21,8
5339130,3.82,Skye Warren,73185,9329
695820,3.95,Catherine Kean,4967,386
590726,3.46,Esteban Valentino,460,43
2531685,4.02,Nick Pirog,12530,1475
7032108,4.13,Alexis  Hall,13872,3533
4601173,3.96,Catherine Cate Coblentz,140,27
20575,4.01,Daniel Pinkwater,19041,2677
5364942,3.76,Sean-Paul Thomas,389,165
14040019,3.14,Flora A. Gallert,88,25
38631,3.86,Gordon R. Dickson,45174,1493
14212213,4.06,Dana   Lyons,72,27
6505161,4.00,Ronny Miron,1,1
3310808,4.27,Colleen Carroll Campbell,1847,241
2966342,3.76,Michela Murgia,3433,447
1242951,3.67,Ali Saleem,3,1
172003,4.10,Irvin S. Cobb,1715,121
1919189,4.00,Bob Bergin,58,16
20010,3.66,Andy Collins,5384,132
16207,3.89,Skip Williams,17297,196
50802,3.91,James Wyatt,13676,489
25492,3.92,Nikki Grimes,16920,3380
