author_id,average_rating,name,ratings_count,text_reviews_count,main_genre
6511338,3.89,Kevin  Moore,76,20,General
5293948,3.75,Maria Bratova,87,13,General
742174,4.13,Chica Umino,7292,290,General
14184935,4.33,Lucas Kana,12,6,General
5381663,3.00,Alistair Dougall,1,1,General
1360762,3.73,Matt Taylor,1197,140,General
8394266,3.19,Shauna Hudson,105,13,General
2915792,3.87,Vylar Kaftan,4122,620,General
6878177,3.64,Zoe Lynne,293,70,General
6454826,4.26,Bob Atkinson,219,55,General
4415460,3.73,Chris Hanks,84,5,General
1618577,4.25,Miles O'Neal,8,3,General
16605,3.60,James Churchward,423,37,General
459405,3.91,A.W. Wheen,258803,5949,General
5617070,4.23,Unknown Author 230,39,5,General
243397,3.72,Jeff Apter,1031,95,General
6560806,3.55,Stephanie  Jackson,62,10,General
14164425,4.35,Mark D. Davis,46,23,General
3055114,3.80,Timothy W. Long,3881,399,General
4042176,2.50,hll lbdy,14,9,General
4879762,3.86,Edith DuBois,279,17,General
1399962,4.15,mrtDy khlntryn,1993,135,General
5152675,3.62,Aaron Carr,194,29,General
1111195,4.00,Susan   Gabriel,2053,282,General
52922,3.91,Ted McKeever,8733,372,General
4122073,3.73,E.J. Langford Garstin,33,5,General
6424522,4.67,Tihanna Peach,81,17,General
3455203,2.93,Jennifer Joyner,408,89,General
5760028,3.35,Brad Miller,20,3,General
15288308,3.30,Kristian Charli Tanev,23,1,General
14124331,4.25,Joanne Miller,1059,179,General
52074,3.83,John Crowley,26299,2964,General
1600757,4.70,Max Hammer,10,3,General
654948,3.89,Mark Horne,281,92,General
331814,4.21,Jeannine Fiedler,102,8,General
7422438,4.09,Elliott Chan,100,8,General
302069,5.00,Aziz Anis,2,1,General
3407993,4.00,Emma Lang,3978,426,General
27487,3.66,Elizabeth Smart,2606,334,General
7222602,3.96,mHmdrD srglzyy,23,5,General
385658,3.87,Tracy Campbell,90,25,General
18126,3.83,Sarah Hodgson,880,86,General
266550,3.69,Christine Dorsey,831,90,General
45886,3.60,Lisa Moore,10137,1222,General
7128373,4.04,James L.  Hill,23,11,General
10460,4.20,Gary Younge,2403,422,General
265606,3.74,Lynne Anne Blom,121,4,General
2934839,3.80,Emanuela Turchetti,430,17,General
671214,3.23,Dietmar Rosler,52,3,General
2089697,3.47,Winifred Wolfe,131,31,General
125575,3.87,Ib Melchior,208,21,General
461946,3.56,Birute Regine,57,14,General
3915986,3.45,Jos den Bekker,309,26,General
29605,3.91,Eileen Myles,14863,1479,General
6555383,3.84,Nicola  Barber,2587,689,General
496095,4.24,Barbara Edwards,63,37,General
309675,3.65,Mark A. Kishlansky,579,44,General
4700417,4.09,Tammy Blackwell,21898,1526,General
5765588,3.93,Manisha Jolie Amin,265,69,General
3301975,3.85,Jenny Andersen,79,20,General
1007435,4.00,Lys De Bray,9,5,General
17037234,4.00,David  Cary,1,1,General
551081,4.16,Sam Knee,167,16,General
2847878,3.74,Leah Braemel,4212,523,General
14877288,3.40,Viktorija Senbergs,5,2,General
4641617,3.78,B. Mol,9,2,General
1585655,4.55,Umberto Bosco,97,12,General
91091,3.29,Joshua Cohen,2015,395,General
5186794,4.30,Aleksander Zirnask,10,1,General
609209,3.79,Horacio Castellanos Moya,2962,434,General
698276,3.54,Roger Mortimer,1353,148,General
555228,4.13,Sasaki Shonen,472,17,General
7244325,4.26,Allie Everhart,27876,1265,General
13926145,3.00,Ieva Rozentale,7,3,General
163331,4.07,Tracy Groot,2080,500,General
4104142,3.68,Olivia Howard Dunbar,529,52,General
53280,4.50,Zao Wou-ki,12,2,General
67440,3.11,Rachelle Edwards,211,28,General
1012225,3.88,Scarlett Johansson,392,103,General
36008,3.76,Byron Barton,7884,1026,General
4149659,3.03,jyrn ghn,64,7,General
5574,3.95,Janet Luhrs,1005,112,General
74112,3.62,Hannah Murray,652,99,General
13917459,4.32,Ann Clement,22,10,General
3054391,3.71,Andreas Karkabitsas,902,40,General
62056,3.84,Phyllis McGinley,676,130,General
7305101,3.56,Kafa Al-Zoobi,54,11,General
6893118,4.15,Marchella FP,1094,156,General
7214492,3.97,Elisabet Benavent,22935,3017,General
8368173,3.73,Glynis Oliver,612,51,General
8179095,2.00,Moon Terra,1,1,General
8179097,2.00,Annisa J. Moezha,1,1,General
1756302,4.21,A.E. Glover,14,5,General
14549623,4.00,Llewellyn Falco,4,1,General
15257836,3.33,Gloria Keeley,6,3,General
38721,3.81,Max Aub,855,106,General
5024940,3.92,John D. Wilsey,26,11,General
334001,3.17,April Kihlstrom,476,65,General
1860,4.17,Walter Benjamin,31185,896,General
4717329,4.47,mHmd lmwswy lshyrzy,352,31,General
4859144,4.08,Ramapada Chowdhury,189,8,General
3119589,2.20,Ani Palacios Mc Bride,5,1,General
6511541,4.55,Karen   Williams,11,2,General
49209,3.55,Shannon Donnelly,1501,152,General
98178,3.79,W.E. Bowman,1382,168,General
1499302,3.64,Alisa M. Libby,1756,284,General
684517,3.26,Elle Eggels,295,44,General
6559760,3.45,Sade Loponen,107,28,General
571424,3.56,Christy Ann Conlin,337,55,General
4590054,3.60,Markku Pakkila,488,77,General
5787005,4.50,mHmd Sbry ldly,10,1,General
555180,4.26,Sergio Toppi,849,139,General
14848202,3.68,Prabhu Dayal,296,14,General
267770,4.27,Steven Rinella,3262,359,General
1257021,4.07,Nell Fuqua,28,8,General
200689,3.81,Peter N. Carroll,168,18,General
5441522,4.24,Hugo Americi,179,24,General
470364,4.11,Judy Horacek,8338,876,General
14566802,1.00,Fernando Garcia Rosales,1,1,General
5732950,3.66,Extasy's Mind Collective,29,1,General
310597,4.21,Grace Moore,1473,30,General
15383193,3.70,Mark   Fisher,1798,184,General
4948791,3.86,Michael  Barclay,7,5,General
355492,3.98,Alan H. Sommerstein,7782,217,General
5368299,3.20,John             Harris,20,3,General
150982,4.28,Bob George,621,82,General
25895,4.23,Rick Darke,773,101,General
57259,2.83,William Hill Brown,277,25,General
15935986,4.50,Allie Slocum,2,1,General
7112340,4.10,Valeria Chamon,31,3,General
80131,4.07,Deborah Madison,19837,1190,General
34121,3.61,Ann Heinrichs,511,131,General
7751480,3.69,Adria J. Cimino,690,197,General
6888737,2.00,Docuroir Rijmond,1,1,General
14970673,4.15,Ashleigh Reynolds,47,20,General
480253,4.06,Steve Sheinkin,27867,6077,General
213331,4.14,Harry Whittier Frees,50,9,General
3962620,3.20,William H. McBurney,41,7,General
1229281,4.18,Jason Reynolds,28171,6479,General
504196,4.24,Stan Jorstad,17,3,General
1203736,3.94,Oliver Wendell Holmes Sr.,2548,291,General
3932557,4.10,Peter S. Lynch,7666,122,General
1015722,3.67,Kathleen McCleary,1968,326,General
34068,3.76,Asaf Hanuka,2206,339,General
1047356,3.88,S.J. Day,10740,697,General
532801,4.42,Beverley Gooding,19,5,General
5040246,3.71,Ida-Marie Rendtorff,371,18,General
2923990,4.06,mHsn slymny,915,90,General
7498531,3.92,Tara Keogh,51,27,General
7948247,3.92,Kate Hennessy,248,62,General
78728,3.85,Jay Faerber,8603,698,General
15402819,3.56,Friederike Ails,974,149,General
1966614,4.30,Andrew Barrett,1302,439,General
6876119,4.38,John Gregory Hancock,425,180,General
2943092,4.06,Barbara Galler-Smith,114,23,General
211502,4.10,Bill Barnes,4632,567,General
7136952,3.74,Inti Carrizo-Ortiz,23,10,General
849902,4.04,Caroline Fontaine-Riquier,28,7,General
378952,3.82,Bob Berry,272,30,General
8283885,4.41,Sarah    Read,224,88,General
2774632,3.72,Manuel Mata Alvarez-Santullano,915,177,General
7747,3.80,Jo Frost,2315,328,General
48699,3.75,James Eade,587,48,General
8705232,3.82,Dzhozef Makkormak,11,4,General
16465938,4.75,AppleAtti,4,1,General
15997433,4.45,Hwang Youngchan,51,6,General
778623,3.62,William Elsey Connelley,94,8,General
1024014,4.25,Mohini M. Chatterji,8,2,General
14405094,4.67,Bruce A Lowe,15,5,General
460779,3.15,Hugo Gernsback,245,43,General
381682,3.73,Tom Ward,85,11,General
7039834,4.22,Juli Bauer,1192,92,General
6171730,3.28,Joe Ahearne,515,62,General
7581445,5.00,Karen Fillmore Nave,1,1,General
6427381,3.27,Isabella Olivia Ellis,44,20,General
13668219,4.67,Karolyn Vreeland Blume,3,1,General
9664593,4.44,Shaakirah Medford,110,18,General
15935504,3.57,Haley Harrigan,338,158,General
11185243,3.49,Praveen Asthana,124,85,General
549854,3.26,Bernard V. Zandy,34,4,General
610839,4.16,Doris Sloan,44,8,General
5287816,2.88,John Lucke,259,27,General
343715,3.91,Martin Weiss,159,16,General
4604050,5.00,Collin Babcock,4,1,General
5840927,3.78,Danni Keane,1623,414,General
7801974,4.14,Justine Winter,444,87,General
347176,3.95,Adam Clymer,60,9,General
975832,4.52,David L.,106,44,General
16157515,3.74,John    Russell,202,33,General
2298732,3.88,Tony Beesley,16,4,General
3379282,3.45,Beverly Langland,228,24,General
16120794,5.00,Alynne Rooker,1,2,General
709884,3.94,Thomas Stegers,645,66,General
14230672,3.76,G.S. Denning,1298,273,General
7086938,3.77,Diego Alvarez Miguel,80,24,General
7694076,4.52,Randall Lemon,135,67,General
14012261,4.15,Fatima Shaik,685,43,General
4456693,4.20,Candace C. Bowen,450,81,General
6510328,3.59,Ashley Myhre,101,8,General
6707245,3.97,Emily Gray Clawson,247,84,General
278841,3.90,Elizabeth Kata,929,107,General
1197128,3.04,Leif Eriksson,186,25,General
6148852,3.35,Erza Setyadharma,20,2,General
16935211,3.53,Tomasz Marchewka,36,10,General
7249883,3.74,Daxiong,104,17,General
5991954,4.80,F.J. Nanic,10,3,General
574105,3.95,Holman Wang,2672,439,General
44779,3.94,Susan Bordo,4251,476,General
1094582,3.75,Eddie Wright,183,45,General
1534797,3.50,Mads Stage,10,1,General
16423292,4.50,Adem Bilgic,2,2,General
15095061,4.18,Logan Chance,5277,1815,General
3076824,3.74,Andrea G. Labinger,516,84,General
4414136,4.02,Sharon Delarose,738,193,General
53353,3.33,Katharine Weber,3047,607,General
4033082,3.48,Cherie van Gelder,977,74,General
210536,3.96,Edward M. Cifelli,966,100,General
105603,3.98,Lynn Redgrave,1174,203,General
14738552,4.11,Mia Goodwin,6474,782,General
53530,4.03,Rien Poortvliet,26875,447,General
16096662,3.96,Rick     Anderson,25,5,General
16147662,3.56,Marti Robb,9,3,General
1373756,3.90,`ly SHby,70,20,General
8310361,3.53,Gerry Pirani,57,24,General
311425,4.04,Alastair Graham,229,50,General
5177310,3.25,Gerard Donkers,4,1,General
3034123,4.29,Gordon Highland,285,77,General
49201,3.86,Steve Neal,198,32,General
8568466,3.00,Caroline Lott,1,1,General
6483061,3.78,Rochelle Maya Callen,613,143,General
12260645,4.33,Birnbaum Guides,294,30,General
7824729,3.25,mHmds`yd Hnyy khshny,12,6,General
154711,3.77,Patricia Lauber,1511,280,General
5798025,3.92,Povy Kendal Atchison,238,25,General
34683,3.69,Pamela Aidan,28481,3338,General
14258977,4.00,Alzbeta Komrskova,29,7,General
4458590,3.62,M.J. Scott,6781,765,General
5822839,4.04,Ivan Rusilko,2042,381,General
7700620,4.23,Mia Hopkins,545,344,General
267889,3.42,Stefan Gates,186,42,General
4946676,3.85,B.K. Sherer,472,39,General
754641,3.95,Henry Fountain,364,104,General
185814,4.17,Dave Isay,8902,1750,General
63904,3.60,William Hoffman,367,65,General
3132971,3.93,ekswdii,70,19,General
4425883,3.54,Christiane Lemieux,464,61,General
4353667,3.38,Wimberg,119,5,General
7813198,3.67,Robert  Tobin,21,7,General
14649736,2.50,Mila Efema,6,6,General
150274,3.76,Sue Swift,172,31,General
7045521,3.11,Nils Schou,61,2,General
7578975,4.27,E.B. Tatby,22,11,General
15482070,4.45,Digital Art Chefs,489,49,General
1346862,4.67,Gary McDonald,3,2,General
5378743,4.59,Michael Vanlaningham,117,4,General
15816916,3.93,Rebecca Entel,30,15,General
5433,3.79,Josie Brown,19092,1718,General
7084753,3.36,yhb s`yd brhym,39,4,General
7213197,3.50,Jen Brooks,767,214,General
16968529,5.00,maasudul kaadir,1,1,General
14848673,3.00,Pietro Rebecchi,1,1,General
2051437,3.75,Rachel West,551,91,General
15180726,3.20,Max C. Payne,25,17,General
134330,3.42,Hans-Georg Noack,1076,60,General
6907386,3.50,Whitley Silance,2,1,General
166375,3.62,Richard Killeen,334,48,General
286291,3.99,Nancy Radke,2006,320,General
990947,4.09,Stuart Diamond,1928,160,General
8568630,3.60,Juan Calamares,47,9,General
5388148,4.30,Janet Mock,7306,847,General
27903,4.20,Marie-Louise von Franz,17434,634,General
13948814,4.20,Toby MacNutt,85,27,General
2898432,4.18,Adelino dos Santos Rodrigues,289,22,General
4532827,3.34,Eve Mayer Orsburn,29,6,General
1085900,3.25,Bob Rockwell,8,2,General
13574445,3.57,Dreda Blow,14,3,General
17389,4.00,Barbara Ertter,1,1,General
5816811,3.94,Tony Valenzuela,1208,151,General
16113188,3.60,Robert  Banks,388,53,General
6868320,3.29,Sofia Vitalle,34,14,General
2988149,3.67,Kristen Chandler,3429,701,General
118143,3.48,Paul Shepheard,83,6,General
5601659,3.47,Varis Yolciyev,136,6,General
410153,4.26,Margaret Evans Price,182,41,General
1196228,3.43,Frederick Hitz,30,6,General
2919908,3.04,Sarah Axten,24,4,General
727702,4.15,Nico Orengo,3755,196,General
15061166,4.35,Lama Rod Owens,147,23,General
5768812,4.44,Micheal MacLiammoir,9,4,General
1094283,4.00,D.M. Thomas,7423,458,General
8200239,3.74,Cristina Prada,2442,293,General
4738337,3.97,Hideaki Hataji,33,6,General
234685,4.12,Nissim Mishal,5202,431,General
16728992,3.86,Sdq gwhryn,148,8,General
2068933,3.80,Jeffrey Penn May,120,55,General
7104470,3.00,Saint-Clair Stockler,7,2,General
7578185,4.71,Leigh Alanna,31,7,General
7578192,4.72,Bella Vendetta,18,4,General
7772033,3.33,arsh myny,3,1,General
7011306,4.20,M.F. Moonzajer,30,14,General
489429,4.53,David Pagel,34,5,General
516735,3.62,Sakti Wibowo,938,67,General
2978642,4.01,Salma,274,34,General
11404315,3.71,Mahsuda Snaith,79,28,General
930300,3.50,Nicole Schmidt,6,1,General
7646118,4.00,Shannon Cahill,29,18,General
5106032,3.47,Iun Aivide Lindkvist,30,4,General
88049,3.81,Jan L. Harrington,191,9,General
4463609,3.55,Pierluigi Porazzi,66,18,General
5602565,4.67,Mohammed Nabil Mouline,3,1,General
3625,3.54,James A. Hetley,1147,120,General
3466879,3.43,Clarence Leroy Andrews,7,3,General
9795863,3.97,Gerald L. Bray,1125,134,General
3015363,4.61,Anita Rodgers,28,13,General
5833969,4.12,Grace Amundson,207,9,General
549589,4.88,Phil King,8,1,General
15384638,3.00,ldaa,3,3,General
1131992,3.82,Dursun Delen,97,5,General
7154759,4.86,E.B. Hoight,7,2,General
41468,3.65,Julian Gough,1334,227,General
25733,4.04,Peter Sloterdijk,2565,201,General
6085647,4.20,Bill Thierfelder,25,6,General
1123145,3.94,Linda Huber,3033,401,General
458701,4.14,Lana Quintal,13438,603,General
9839903,3.98,India Marshall,85,11,General
1480697,3.79,Alison Murray,2262,470,General
15454110,4.50,Sayyid Abul Hasan Ali Nadwi,2,1,General
1070102,4.12,Christian Laval,80,11,General
3224323,3.00,John L. Hoh Jr.,15,8,General
191616,4.09,Larry Spargimino,67,6,General
6557673,3.08,Danielle Lewis,76,13,General
171624,3.82,Tony Morphett,56,13,General
5307861,4.29,Svetla Guncheva,7,3,General
176334,4.18,Isabell Monk,94,30,General
862909,4.30,Michael Siefener,1388,148,General
5078192,3.33,Philippe Riche,40,7,General
2668,4.21,John Calvin Reid,33,8,General
6941916,3.80,Loie Lawless,60,15,General
13946998,4.10,Sylviane Rue,567,82,General
5840450,3.00,Isaac Layman,1,1,General
4382536,3.75,J.M. Cartwright,3130,389,General
7075411,3.00,Jeanie Clemmens,2,1,General
4401606,3.88,Lisa Arnold,65,9,General
7083723,3.54,K. Renna,13,1,General
280530,3.99,Marcia Douglas,328,46,General
162588,3.87,Michael Rex,5190,881,General
667662,3.55,William Hanna,20,8,General
14554131,3.89,Abbey Clancy,71,21,General
7135488,4.12,Christina Ross,16238,1224,General
5230141,3.76,David Toomey,455,91,General
14158009,4.00,K.D. McQuain,37,23,General
46168,3.90,Della Rowland,393,37,General
16264642,4.49,Ashli  Vans,81,9,General
7366071,3.64,Alessandro Fullin,25,6,General
144842,3.96,George Sessions,263,24,General
426084,3.36,Steve Santagati,686,91,General
6420861,3.34,Munirah Rashid,108,25,General
5071945,4.09,Susanna Ernst,384,91,General
2932774,4.11,Schwartz,9,4,General
9757557,2.80,Jezzra Taylor,148,13,General
6420690,4.31,W. F. Lantry,16,6,General
73834,3.89,Daniel Greenberg,70,10,General
1111511,3.77,Kimberly Pauley,9278,879,General
201928,4.07,R. Kevin Hill,43,9,General
5132803,4.04,Lakshmi Menon,80,29,General
601679,3.88,Mike Nash,138,26,General
14844628,2.84,Joaquin Milhovich,265,31,General
5766968,4.13,Mariia Neikova,30,5,General
7374940,4.08,Laura  Chapman,463,195,General
6014999,4.00,G.G. Linton,2,1,General
5412060,3.02,Martin Jern,139,16,General
13287754,4.67,Elle Andrews Patt,43,19,General
6519460,3.75,E. Puettmann,8,1,General
252078,3.71,Thomas P. Rausch,114,15,General
76456,3.85,Geoff Danaher,54,8,General
2889947,3.58,Shahar Kober,732,172,General
7834523,4.07,A.M. Yates,1090,141,General
4475503,4.19,Valdis Celms,16,2,General
1174515,3.70,Marg Ruttan,526,21,General
