author_id,average_rating,name,ratings_count,text_reviews_count
18126,3.83,Sarah Hodgson,880,86
266550,3.69,Christine Dorsey,831,90
45886,3.60,Lisa Moore,10137,1222
7128373,4.04,James L.  Hill,23,11
10460,4.20,Gary Younge,2403,422
265606,3.74,Lynne Anne Blom,121,4
2934839,3.80,Emanuela Turchetti,430,17
671214,3.23,Dietmar Rosler,52,3
2089697,3.47,Winifred Wolfe,131,31
125575,3.87,Ib Melchior,208,21
461946,3.56,Birute Regine,57,14
3915986,3.45,Jos den Bekker,309,26
29605,3.91,Eileen Myles,14863,1479
6555383,3.84,Nicola  Barber,2587,689
496095,4.24,Barbara Edwards,63,37
309675,3.65,Mark A. Kishlansky,579,44
4700417,4.09,Tammy Blackwell,21898,1526
5765588,3.93,Manisha Jolie Amin,265,69
3301975,3.85,Jenny Andersen,79,20
1007435,4.00,Lys De Bray,9,5
17037234,4.00,David  Cary,1,1
551081,4.16,Sam Knee,167,16
2847878,3.74,Leah Braemel,4212,523
14877288,3.40,Viktorija Senbergs,5,2
4641617,3.78,B. Mol,9,2
1585655,4.55,Umberto Bosco,97,12
91091,3.29,Joshua Cohen,2015,395
5186794,4.30,Aleksander Zirnask,10,1
609209,3.79,Horacio Castellanos Moya,2962,434
698276,3.54,Roger Mortimer,1353,148
555228,4.13,Sasaki Shonen,472,17
7244325,4.26,Allie Everhart,27876,1265
13926145,3.00,Ieva Rozentale,7,3
163331,4.07,Tracy Groot,2080,500
4104142,3.68,Olivia Howard Dunbar,529,52
53280,4.50,Zao Wou-ki,12,2
67440,3.11,Rachelle Edwards,211,28
1012225,3.88,Scarlett Johansson,392,103
36008,3.76,Byron Barton,7884,1026
4149659,3.03,jyrn ghn,64,7
5574,3.95,Janet Luhrs,1005,112
74112,3.62,Hannah Murray,652,99
13917459,4.32,Ann Clement,22,10
3054391,3.71,Andreas Karkabitsas,902,40
62056,3.84,Phyllis McGinley,676,130
7305101,3.56,Kafa Al-Zoobi,54,11
6893118,4.15,Marchella FP,1094,156
7214492,3.97,Elisabet Benavent,22935,3017
8368173,3.73,Glynis Oliver,612,51
8179095,2.00,Moon Terra,1,1
8179097,2.00,Annisa J. Moezha,1,1
1756302,4.21,A.E. Glover,14,5
14549623,4.00,Llewellyn Falco,4,1
15257836,3.33,Gloria Keeley,6,3
38721,3.81,Max Aub,855,106
5024940,3.92,John D. Wilsey,26,11
334001,3.17,April Kihlstrom,476,65
1860,4.17,Walter Benjamin,31185,896
4717329,4.47,mHmd lmwswy lshyrzy,352,31
4859144,4.08,Ramapada Chowdhury,189,8
3119589,2.20,Ani Palacios Mc Bride,5,1
6511541,4.55,Karen   Williams,11,2
49209,3.55,Shannon Donnelly,1501,152
98178,3.79,W.E. Bowman,1382,168
1499302,3.64,Alisa M. Libby,1756,284
684517,3.26,Elle Eggels,295,44
6559760,3.45,Sade Loponen,107,28
571424,3.56,Christy Ann Conlin,337,55
4590054,3.60,Markku Pakkila,488,77
5787005,4.50,mHmd Sbry ldly,10,1
555180,4.26,Sergio Toppi,849,139
14848202,3.68,Prabhu Dayal,296,14
267770,4.27,Steven Rinella,3262,359
1257021,4.07,Nell Fuqua,28,8
200689,3.81,Peter N. Carroll,168,18
5441522,4.24,Hugo Americi,179,24
470364,4.11,Judy Horacek,8338,876
14566802,1.00,Fernando Garcia Rosales,1,1
5732950,3.66,Extasy's Mind Collective,29,1
310597,4.21,Grace Moore,1473,30
15383193,3.70,Mark   Fisher,1798,184
4948791,3.86,Michael  Barclay,7,5
355492,3.98,Alan H. Sommerstein,7782,217
5368299,3.20,John             Harris,20,3
150982,4.28,Bob George,621,82
25895,4.23,Rick Darke,773,101
57259,2.83,William Hill Brown,277,25
15935986,4.50,Allie Slocum,2,1
7112340,4.10,Valeria Chamon,31,3
80131,4.07,Deborah Madison,19837,1190
34121,3.61,Ann Heinrichs,511,131
7751480,3.69,Adria J. Cimino,690,197
6888737,2.00,Docuroir Rijmond,1,1
14970673,4.15,Ashleigh Reynolds,47,20
480253,4.06,Steve Sheinkin,27867,6077
213331,4.14,Harry Whittier Frees,50,9
3962620,3.20,William H. McBurney,41,7
1229281,4.18,Jason Reynolds,28171,6479
504196,4.24,Stan Jorstad,17,3
1203736,3.94,Oliver Wendell Holmes Sr.,2548,291
3932557,4.10,Peter S. Lynch,7666,122
1015722,3.67,Kathleen McCleary,1968,326
34068,3.76,Asaf Hanuka,2206,339
1047356,3.88,S.J. Day,10740,697
532801,4.42,Beverley Gooding,19,5
5040246,3.71,Ida-Marie Rendtorff,371,18
2923990,4.06,mHsn slymny,915,90
7498531,3.92,Tara Keogh,51,27
7948247,3.92,Kate Hennessy,248,62
78728,3.85,Jay Faerber,8603,698
15402819,3.56,Friederike Ails,974,149
1966614,4.30,Andrew Barrett,1302,439
6876119,4.38,John Gregory Hancock,425,180
2943092,4.06,Barbara Galler-Smith,114,23
211502,4.10,Bill Barnes,4632,567
7136952,3.74,Inti Carrizo-Ortiz,23,10
849902,4.04,Caroline Fontaine-Riquier,28,7
378952,3.82,Bob Berry,272,30
8283885,4.41,Sarah    Read,224,88
2774632,3.72,Manuel Mata Alvarez-Santullano,915,177
7747,3.80,Jo Frost,2315,328
48699,3.75,James Eade,587,48
8705232,3.82,Dzhozef Makkormak,11,4
16465938,4.75,AppleAtti,4,1
15997433,4.45,Hwang Youngchan,51,6
778623,3.62,William Elsey Connelley,94,8
1024014,4.25,Mohini M. Chatterji,8,2
14405094,4.67,Bruce A Lowe,15,5
460779,3.15,Hugo Gernsback,245,43
381682,3.73,Tom Ward,85,11
7039834,4.22,Juli Bauer,1192,92
6171730,3.28,Joe Ahearne,515,62
7581445,5.00,Karen Fillmore Nave,1,1
6427381,3.27,Isabella Olivia Ellis,44,20
13668219,4.67,Karolyn Vreeland Blume,3,1
9664593,4.44,Shaakirah Medford,110,18
15935504,3.57,Haley Harrigan,338,158
11185243,3.49,Praveen Asthana,124,85
549854,3.26,Bernard V. Zandy,34,4
610839,4.16,Doris Sloan,44,8
5287816,2.88,John Lucke,259,27
343715,3.91,Martin Weiss,159,16
4604050,5.00,Collin Babcock,4,1
5840927,3.78,Danni Keane,1623,414
7801974,4.14,Justine Winter,444,87
347176,3.95,Adam Clymer,60,9
975832,4.52,David L.,106,44
16157515,3.74,John    Russell,202,33
2298732,3.88,Tony Beesley,16,4
3379282,3.45,Beverly Langland,228,24
16120794,5.00,Alynne Rooker,1,2
709884,3.94,Thomas Stegers,645,66
14230672,3.76,G.S. Denning,1298,273
7086938,3.77,Diego Alvarez Miguel,80,24
7694076,4.52,Randall Lemon,135,67
14012261,4.15,Fatima Shaik,685,43
4456693,4.20,Candace C. Bowen,450,81
6510328,3.59,Ashley Myhre,101,8
6707245,3.97,Emily Gray Clawson,247,84
278841,3.90,Elizabeth Kata,929,107
1197128,3.04,Leif Eriksson,186,25
6148852,3.35,Erza Setyadharma,20,2
16935211,3.53,Tomasz Marchewka,36,10
7249883,3.74,Daxiong,104,17
5991954,4.80,F.J. Nanic,10,3
574105,3.95,Holman Wang,2672,439
44779,3.94,Susan Bordo,4251,476
1094582,3.75,Eddie Wright,183,45
1534797,3.50,Mads Stage,10,1
16423292,4.50,Adem Bilgic,2,2
15095061,4.18,Logan Chance,5277,1815
3076824,3.74,Andrea G. Labinger,516,84
4414136,4.02,Sharon Delarose,738,193
53353,3.33,Katharine Weber,3047,607
4033082,3.48,Cherie van Gelder,977,74
210536,3.96,Edward M. Cifelli,966,100
105603,3.98,Lynn Redgrave,1174,203
14738552,4.11,Mia Goodwin,6474,782
53530,4.03,Rien Poortvliet,26875,447
16096662,3.96,Rick     Anderson,25,5
16147662,3.56,Marti Robb,9,3
1373756,3.90,`ly SHby,70,20
8310361,3.53,Gerry Pirani,57,24
311425,4.04,Alastair Graham,229,50
5177310,3.25,Gerard Donkers,4,1
3034123,4.29,Gordon Highland,285,77
49201,3.86,Steve Neal,198,32
8568466,3.00,Caroline Lott,1,1
6483061,3.78,Rochelle Maya Callen,613,143
12260645,4.33,Birnbaum Guides,294,30
7824729,3.25,mHmds`yd Hnyy khshny,12,6
154711,3.77,Patricia Lauber,1511,280
5798025,3.92,Povy Kendal Atchison,238,25
34683,3.69,Pamela Aidan,28481,3338
14258977,4.00,Alzbeta Komrskova,29,7
4458590,3.62,M.J. Scott,6781,765
5822839,4.04,Ivan Rusilko,2042,381
7700620,4.23,Mia Hopkins,545,344
267889,3.42,Stefan Gates,186,42
4946676,3.85,B.K. Sherer,472,39
754641,3.95,Henry Fountain,364,104
185814,4.17,Dave Isay,8902,1750
63904,3.60,William Hoffman,367,65
3132971,3.93,ekswdii,70,19
4425883,3.54,Christiane Lemieux,464,61
4353667,3.38,Wimberg,119,5
7813198,3.67,Robert  Tobin,21,7
14649736,2.50,Mila Efema,6,6
150274,3.76,Sue Swift,172,31
7045521,3.11,Nils Schou,61,2
7578975,4.27,E.B. Tatby,22,11
15482070,4.45,Digital Art Chefs,489,49
1346862,4.67,Gary McDonald,3,2
5378743,4.59,Michael Vanlaningham,117,4
15816916,3.93,Rebecca Entel,30,15
5433,3.79,Josie Brown,19092,1718
7084753,3.36,yhb s`yd brhym,39,4
7213197,3.50,Jen Brooks,767,214
16968529,5.00,maasudul kaadir,1,1
14848673,3.00,Pietro Rebecchi,1,1
2051437,3.75,Rachel West,551,91
15180726,3.20,Max C. Payne,25,17
134330,3.42,Hans-Georg Noack,1076,60
6907386,3.50,Whitley Silance,2,1
166375,3.62,Richard Killeen,334,48
286291,3.99,Nancy Radke,2006,320
990947,4.09,Stuart Diamond,1928,160
8568630,3.60,Juan Calamares,47,9
5388148,4.30,Janet Mock,7306,847
27903,4.20,Marie-Louise von Franz,17434,634
13948814,4.20,Toby MacNutt,85,27
2898432,4.18,Adelino dos Santos Rodrigues,289,22
4532827,3.34,Eve Mayer Orsburn,29,6
1085900,3.25,Bob Rockwell,8,2
13574445,3.57,Dreda Blow,14,3
17389,4.00,Barbara Ertter,1,1
5816811,3.94,Tony Valenzuela,1208,151
16113188,3.60,Robert  Banks,388,53
6868320,3.29,Sofia Vitalle,34,14
2988149,3.67,Kristen Chandler,3429,701
118143,3.48,Paul Shepheard,83,6
5601659,3.47,Varis Yolciyev,136,6
410153,4.26,Margaret Evans Price,182,41
1196228,3.43,Frederick Hitz,30,6
2919908,3.04,Sarah Axten,24,4
727702,4.15,Nico Orengo,3755,196
15061166,4.35,Lama Rod Owens,147,23
5768812,4.44,Micheal MacLiammoir,9,4
1094283,4.00,D.M. Thomas,7423,458
8200239,3.74,Cristina Prada,2442,293
4738337,3.97,Hideaki Hataji,33,6
234685,4.12,Nissim Mishal,5202,431
16728992,3.86,Sdq gwhryn,148,8
2068933,3.80,Jeffrey Penn May,120,55
7104470,3.00,Saint-Clair Stockler,7,2
7578185,4.71,Leigh Alanna,31,7
7578192,4.72,Bella Vendetta,18,4
7772033,3.33,arsh myny,3,1
7011306,4.20,M.F. Moonzajer,30,14
489429,4.53,David Pagel,34,5
516735,3.62,Sakti Wibowo,938,67
2978642,4.01,Salma,274,34
11404315,3.71,Mahsuda Snaith,79,28
930300,3.50,Nicole Schmidt,6,1
7646118,4.00,Shannon Cahill,29,18
5106032,3.47,Iun Aivide Lindkvist,30,4
88049,3.81,Jan L. Harrington,191,9
4463609,3.55,Pierluigi Porazzi,66,18
5602565,4.67,Mohammed Nabil Mouline,3,1
3625,3.54,James A. Hetley,1147,120
3466879,3.43,Clarence Leroy Andrews,7,3
9795863,3.97,Gerald L. Bray,1125,134
3015363,4.61,Anita Rodgers,28,13
5833969,4.12,Grace Amundson,207,9
549589,4.88,Phil King,8,1
15384638,3.00,ldaa,3,3
1131992,3.82,Dursun Delen,97,5
7154759,4.86,E.B. Hoight,7,2
41468,3.65,Julian Gough,1334,227
25733,4.04,Peter Sloterdijk,2565,201
6085647,4.20,Bill Thierfelder,25,6
1123145,3.94,Linda Huber,3033,401
458701,4.14,Lana Quintal,13438,603
9839903,3.98,India Marshall,85,11
1480697,3.79,Alison Murray,2262,470
15454110,4.50,Sayyid Abul Hasan Ali Nadwi,2,1
1070102,4.12,Christian Laval,80,11
3224323,3.00,John L. Hoh Jr.,15,8
191616,4.09,Larry Spargimino,67,6
6557673,3.08,Danielle Lewis,76,13
171624,3.82,Tony Morphett,56,13
5307861,4.29,Svetla Guncheva,7,3
176334,4.18,Isabell Monk,94,30
862909,4.30,Michael Siefener,1388,148
5078192,3.33,Philippe Riche,40,7
2668,4.21,John Calvin Reid,33,8
6941916,3.80,Loie Lawless,60,15
13946998,4.10,Sylviane Rue,567,82
5840450,3.00,Isaac Layman,1,1
4382536,3.75,J.M. Cartwright,3130,389
7075411,3.00,Jeanie Clemmens,2,1
4401606,3.88,Lisa Arnold,65,9
7083723,3.54,K. Renna,13,1
280530,3.99,Marcia Douglas,328,46
162588,3.87,Michael Rex,5190,881
667662,3.55,William Hanna,20,8
14554131,3.89,Abbey Clancy,71,21
7135488,4.12,Christina Ross,16238,1224
5230141,3.76,David Toomey,455,91
14158009,4.00,K.D. McQuain,37,23
46168,3.90,Della Rowland,393,37
16264642,4.49,Ashli  Vans,81,9
7366071,3.64,Alessandro Fullin,25,6
144842,3.96,George Sessions,263,24
426084,3.36,Steve Santagati,686,91
6420861,3.34,Munirah Rashid,108,25
5071945,4.09,Susanna Ernst,384,91
2932774,4.11,Schwartz,9,4
9757557,2.80,Jezzra Taylor,148,13
6420690,4.31,W. F. Lantry,16,6
73834,3.89,Daniel Greenberg,70,10
1111511,3.77,Kimberly Pauley,9278,879
201928,4.07,R. Kevin Hill,43,9
5132803,4.04,Lakshmi Menon,80,29
601679,3.88,Mike Nash,138,26
14844628,2.84,Joaquin Milhovich,265,31
5766968,4.13,Mariia Neikova,30,5
7374940,4.08,Laura  Chapman,463,195
6014999,4.00,G.G. Linton,2,1
5412060,3.02,Martin Jern,139,16
13287754,4.67,Elle Andrews Patt,43,19
6519460,3.75,E. Puettmann,8,1
252078,3.71,Thomas P. Rausch,114,15
76456,3.85,Geoff Danaher,54,8
2889947,3.58,Shahar Kober,732,172
7834523,4.07,A.M. Yates,1090,141
4475503,4.19,Valdis Celms,16,2
1174515,3.70,Marg Ruttan,526,21
141718,3.79,Nadia Nichols,104,14
7976803,4.27,Amy Quale,11,2
1111939,4.47,Borislav Pekic,3680,115
3220169,3.85,Wagner Homem,136,10
267429,3.88,Daniel Garber,5106,49
7339229,4.10,Haven Francis,567,134
714860,3.91,Jacques Suffel,22,2
14903705,3.79,Fiona  Davis,17618,2206
564511,3.18,Al Fasol,60,8
7566205,3.80,Ledra,83,48
3430180,4.31,Konstantin Simonov,507,16
4486707,3.87,Eliza Lloyd,1492,232
6642908,3.50,Diana Solomon,6,1
2983341,5.00,verbalskillz,2,2
4452439,3.88,Pilar Vazquez,288,25
7160259,4.14,Mike  Robbins,194,131
1039977,3.94,Luigi Amara,197,34
265405,3.77,Robert Priest,166,30
16880948,5.00,Jessica Riberi,1,2
2741991,3.91,Vincent Lauzon,22,5
6521293,4.47,Jasheem Wilson,698,84
9831120,4.38,Dan Fiore,66,10
872358,3.70,Gadis Arivia,189,16
7466412,4.19,Kris Powers,48,5
246155,3.69,Elizabeth Abbott,1199,169
5662057,4.23,Kim Hyun Hee,630,70
1702303,2.89,Ruslani,9,1
13935786,3.00,Evanille,1,1
4631558,5.00,Rosita Boisseau,2,1
6480138,3.71,Rokvels Kents,14,4
4529238,3.54,Mastura Abdullah,59,14
7151199,3.67,Adam Grandberg,3,2
3948807,4.10,Victor Shklovsky,1020,116
16277058,4.08,Lee  Harrington,1033,97
142235,3.55,Taj Mahal,44,10
472165,3.95,Andrew Losowsky,137,29
489063,3.81,Neel Burton,400,55
688179,3.68,Farzana Shaikh,187,19
13259838,3.61,Tinto Selvaggio,82,18
32444,4.09,Valerie Mason-John,91,11
4829145,3.23,Marc Verhaegen,462,5
3365717,3.83,Achim Buch,108,18
6973962,2.20,Olga Pavlova,5,1
550093,3.79,Carol J. Rothgeb,286,41
6937628,4.10,iO Tillett Wright,805,139
360124,4.12,Heather     Rose,1445,227
8201571,3.84,Elene K. Tsamadou,211,28
7259296,3.99,Kate O'Reilly,341,108
6424365,4.00,Ricardo Sousa,10,2
868511,3.55,Kelli Deeth,47,10
70554,3.54,Francois Craenhals,552,37
1095571,3.77,Heather Reyes,202,57
16680747,5.00,s`yd mHmd lsyby,2,1
30796,4.30,Hans Urs von Balthasar,3152,276
4795953,3.85,Tracey Mathias,55,7
205154,3.62,Christopher Berry-Dee,2605,228
8271050,2.85,Iris  Black,130,17
4076973,3.73,khyry Hmd,223,42
1848237,4.00,David Cranmer,307,69
